QUOTE_READTIME,VIX,VVIX,T5YIE,T10YIE,DFII10,OVX,WLEMUINDXD,INFECTDISEMVTRACKD,USEPUINDXD,DFF,GSCPI,BAMLH0A0HYM2,CPIAUCSL_PC1,ICSA,SPCBDMI,SPX_Vol,STLFSI3,USD_Index,USD_EUR,USD_RUB
2019-11-13,13.0,93.5,1.58,1.66,0.22,35.150002,36.2,0.53,106.88,1.55,0.05,4.05,2.03082,239000.0,646.06,1226101,0.3034,98.370003,1.101237,64.228203
2019-11-14,13.05,93.449997,1.54,1.62,0.2,33.939999,9.41,1.1,53.75,1.55,0.05,4.08,2.03082,239000.0,638.39,1149675,0.3034,98.160004,1.101322,64.281502
2019-11-15,12.05,93.349998,1.52,1.63,0.21,32.419998,19.87,0.58,56.77,1.55,0.05,4.06,2.03082,239000.0,623.54,1494013,0.2521,98.0,1.10205,63.892899
2019-11-18,12.46,93.989998,1.54,1.63,0.18,33.68,78.16,1.52,19.85,1.55,0.05,4.09,2.03082,240000.0,604.13,1101313,0.2521,97.790001,1.10551,63.7033
2019-11-19,12.86,95.949997,1.53,1.63,0.16,32.939999,10.87,0.0,33.14,1.55,0.05,4.12,2.03082,240000.0,595.91,877794,0.2521,97.860001,1.107236,63.855801
2019-11-20,12.78,95.360001,1.51,1.6,0.13,32.200001,28.03,0.54,46.27,1.55,0.05,4.18,2.03082,240000.0,593.92,1472213,0.2521,97.93,1.108,63.837399
2019-11-21,13.13,96.089996,1.53,1.63,0.14,31.59,19.01,0.56,65.17,1.55,0.05,4.17,2.03082,240000.0,555.7,924841,0.2521,97.989998,1.107886,63.787899
2019-11-22,12.34,94.400002,1.53,1.62,0.15,32.380001,10.01,0.58,83.86,1.55,0.05,4.13,2.03082,240000.0,536.19,1083221,0.3051,98.269997,1.106586,63.669998
2019-11-25,11.87,90.239998,1.53,1.62,0.14,31.9,15.44,0.0,41.17,1.55,0.05,4.08,2.03082,224000.0,521.07,1144448,0.3051,98.32,1.102256,63.797901
2019-11-26,11.54,89.879997,1.52,1.62,0.12,31.25,10.93,0.0,37.49,1.55,0.05,4.05,2.03082,224000.0,520.6,903052,0.3051,98.25,1.101443,63.898102
2019-11-27,11.75,90.199997,1.54,1.63,0.14,30.82,29.28,0.0,37.18,1.55,0.05,3.99,2.03082,224000.0,549.74,1416099,0.3051,98.410004,1.102256,63.940701
2019-11-29,12.62,91.050003,1.5,1.61,0.17,36.73,12.83,1.49,122.19,1.56,0.05,4.01,2.03082,224000.0,562.4,855376,0.0425,98.269997,1.101176,64.056198
2019-12-02,14.91,98.910004,1.54,1.65,0.18,34.970001,32.27,0.0,86.08,1.56,0.12,4.03,2.26172,221000.0,530.48,1604982,0.0425,97.860001,1.101904,64.292
2019-12-03,15.96,102.650002,1.51,1.63,0.09,35.049999,22.73,0.0,69.28,1.55,0.12,4.14,2.26172,221000.0,531.45,1387649,0.0425,97.739998,1.107911,64.1716
2019-12-04,14.8,98.720001,1.54,1.66,0.11,32.209999,53.21,0.0,64.18,1.55,0.12,4.02,2.26172,221000.0,524.93,1168337,0.0425,97.650002,1.108525,64.091202
2019-12-05,14.52,98.120003,1.55,1.67,0.13,30.41,9.68,0.0,36.86,1.55,0.12,4.0,2.26172,221000.0,535.28,725786,0.0425,97.410004,1.108303,63.8591
2019-12-06,13.62,96.519997,1.59,1.69,0.15,30.02,50.57,0.0,134.85,1.55,0.12,3.89,2.26172,221000.0,538.4,1465933,0.1313,97.699997,1.110543,63.6758
2019-12-09,15.86,101.889999,1.59,1.69,0.14,30.02,108.72,0.0,130.15,1.55,0.12,3.88,2.26172,251000.0,528.6,1151923,0.1313,97.639999,1.105889,63.630001
2019-12-10,15.68,101.029999,1.59,1.71,0.14,27.940001,34.64,0.0,189.13,1.55,0.12,3.84,2.26172,251000.0,521.49,963563,0.1313,97.410004,1.106499,63.514301
2019-12-11,14.99,104.82,1.6,1.69,0.1,27.809999,28.41,0.55,111.83,1.55,0.12,3.83,2.26172,251000.0,518.85,1024104,0.1313,97.160004,1.109275,63.485199
2019-12-12,13.94,101.300003,1.62,1.72,0.18,27.440001,65.49,0.0,99.79,1.55,0.12,3.7,2.26172,251000.0,525.36,1424371,0.1313,97.400002,1.113586,63.304001
2019-12-13,12.63,96.610001,1.62,1.7,0.12,26.76,140.27,0.0,164.4,1.55,0.12,3.71,2.26172,251000.0,525.3,1845066,-0.1276,97.169998,1.118606,62.674801
2019-12-16,12.14,94.209999,1.64,1.73,0.16,26.51,32.18,3.76,79.66,1.56,0.12,3.62,2.26172,233000.0,492.82,1830937,-0.1276,97.07,1.112446,62.863998
2019-12-17,12.29,98.559998,1.65,1.75,0.14,26.33,156.8,0.0,140.79,1.55,0.12,3.58,2.26172,233000.0,467.51,1126811,-0.1276,97.209999,1.113697,62.439999
2019-12-18,12.58,99.199997,1.68,1.76,0.16,26.77,47.19,1.65,89.87,1.55,0.12,3.51,2.26172,233000.0,506.06,1252603,-0.1276,97.410004,1.115138,62.408798
2019-12-19,12.5,97.25,1.68,1.77,0.15,24.799999,19.49,3.42,70.52,1.55,0.12,3.54,2.26172,233000.0,505.36,1318189,-0.1276,97.419998,1.111593,62.612801
2019-12-20,12.51,99.290001,1.67,1.77,0.15,25.540001,43.7,1.28,141.48,1.55,0.12,3.53,2.26172,233000.0,510.86,1781766,-0.3679,97.709999,1.112595,62.321899
2019-12-23,12.61,99.82,1.67,1.75,0.18,25.110001,16.18,0.0,110.91,1.55,0.12,3.52,2.26172,233000.0,521.53,1055240,-0.3679,97.660004,1.107984,62.222599
2019-12-24,12.67,98.830002,1.67,1.75,0.15,25.459999,14.16,0.83,97.08,1.55,0.12,3.53,2.26172,233000.0,510.31,449503,-0.3679,97.650002,1.109385,62.292198
2019-12-26,12.65,97.459999,1.66,1.74,0.16,24.08,51.04,1.49,106.92,1.55,0.12,3.53,2.26172,233000.0,512.06,693793,-0.3679,97.589996,1.109545,61.811699
2019-12-27,13.43,99.629997,1.64,1.73,0.15,25.16,111.94,0.0,127.92,1.55,0.12,3.56,2.26172,233000.0,510.36,1222065,-0.2547,96.919998,1.110112,62.175999
2019-12-30,14.82,100.019997,1.66,1.75,0.15,25.860001,99.74,0.97,101.31,1.55,0.12,3.6,2.26172,235000.0,515.88,1220065,-0.2547,96.739998,1.11823,62.051201
2019-12-31,13.78,94.099998,1.68,1.77,0.15,28.299999,92.54,1.54,105.75,1.55,0.01,3.6,2.26172,235000.0,507.17,1409904,-0.2547,96.389999,1.12023,61.9711
2020-01-02,12.47,89.669998,1.72,1.8,0.08,28.75,109.58,2.84,139.13,1.55,0.01,3.56,2.46049,235000.0,492.94,1106409,-0.2547,96.849998,1.122083,61.830002
2020-01-03,14.02,93.790001,1.69,1.77,0.03,31.92,68.11,1.33,108.1,1.55,0.01,3.61,2.46049,235000.0,520.66,1510535,-0.2331,96.839996,1.117144,61.694199
2020-01-06,13.85,92.660004,1.69,1.75,0.06,32.32,101.33,0.99,147.96,1.55,0.01,3.57,2.46049,217000.0,543.35,1283496,-0.2331,96.669998,1.116196,62.029999
2020-01-07,13.79,91.07,1.67,1.74,0.09,31.799999,94.95,0.0,103.98,1.55,0.01,3.54,2.46049,217000.0,578.79,985736,-0.2331,96.980003,1.119799,61.775002
2020-01-08,13.45,90.209999,1.68,1.75,0.12,32.599998,105.29,0.56,91.15,1.55,0.01,3.5,2.46049,217000.0,565.39,1513507,-0.2331,97.300003,1.115474,61.930901
2020-01-09,12.54,87.809998,1.67,1.74,0.11,33.220001,29.81,1.16,71.92,1.55,0.01,3.49,2.46049,217000.0,550.39,1290156,-0.2331,97.449997,1.111321,61.261902
2020-01-10,12.56,88.330002,1.67,1.76,0.07,30.379999,10.3,0.0,74.58,1.54,0.01,3.48,2.46049,217000.0,573.42,1512322,-0.315,97.360001,1.111111,61.266102
2020-01-13,12.32,88.480003,1.7,1.77,0.08,34.25,62.42,0.91,124.82,1.54,0.01,3.48,2.46049,203000.0,580.77,1407264,-0.315,97.349998,1.111667,61.005001
2020-01-14,12.39,86.870003,1.7,1.77,0.05,33.619999,68.85,0.0,109.27,1.54,0.01,3.45,2.46049,203000.0,627.6,1225993,-0.315,97.370003,1.113573,61.188
2020-01-15,12.42,91.150002,1.67,1.75,0.04,33.380001,111.13,0.0,98.77,1.54,0.01,3.44,2.46049,203000.0,640.9,1458100,-0.315,97.230003,1.11309,61.402599
2020-01-16,12.32,90.379997,1.68,1.74,0.07,29.790001,40.2,0.0,88.05,1.54,0.01,3.42,2.46049,203000.0,636.03,1502310,-0.315,97.32,1.1154,61.344398
2020-01-17,12.1,91.75,1.68,1.75,0.09,28.6,53.72,0.0,77.76,1.55,0.01,3.39,2.46049,203000.0,649.09,1611597,-0.4946,97.610001,1.113958,61.577499
2020-01-21,12.85,92.980003,1.66,1.74,0.04,27.66,12.1,0.0,87.56,1.55,0.01,3.47,2.46049,211000.0,637.77,1135012,-0.4946,97.529999,1.109693,61.5686
2020-01-22,12.91,91.110001,1.64,1.72,0.05,30.700001,19.3,0.56,77.19,1.55,0.01,3.49,2.46049,211000.0,632.86,1416323,-0.4946,97.529999,1.108561,61.859699
2020-01-23,12.98,92.540001,1.64,1.7,0.04,31.950001,58.59,0.0,70.67,1.55,0.01,3.58,2.46049,211000.0,607.89,1071675,-0.4946,97.690002,1.109644,61.877998
2020-01-24,14.56,98.43,1.62,1.68,0.02,34.549999,42.43,1.24,48.48,1.55,0.01,3.68,2.46049,211000.0,616.77,1834561,-0.3315,97.849998,1.105522,61.892799
2020-01-27,18.23,107.389999,1.56,1.63,-0.02,37.720001,102.15,0.0,22.25,1.55,0.01,4.03,2.46049,200000.0,655.2,1760260,-0.3315,97.959999,1.102536,62.131001
2020-01-28,16.28,102.110001,1.59,1.65,0.0,36.419998,177.55,6.23,94.68,1.55,0.01,3.86,2.46049,200000.0,660.83,1069114,-0.3315,98.019997,1.101977,62.893902
2020-01-29,16.39,99.07,1.58,1.64,-0.04,35.73,46.53,0.0,88.62,1.55,0.01,3.83,2.46049,200000.0,682.97,1188194,-0.3315,97.989998,1.102256,62.213299
2020-01-30,15.49,96.489998,1.59,1.64,-0.07,37.490002,137.4,2.29,142.05,1.6,0.01,3.95,2.46049,200000.0,700.76,1197739,-0.3315,97.870003,1.101686,62.516499
2020-01-31,18.84,105.599998,1.6,1.65,-0.14,40.349998,248.36,9.68,122.2,1.59,0.05,4.03,2.46049,200000.0,680.91,1952245,0.004,97.389999,1.102913,63.196098
2020-02-03,17.97,102.949997,1.56,1.63,-0.09,41.810001,108.64,8.18,124.15,1.59,0.05,3.97,2.31971,191000.0,689.54,1243207,0.004,97.800003,1.108979,63.890301
2020-02-04,16.05,96.18,1.58,1.64,-0.03,39.439999,70.54,5.5,111.96,1.59,0.05,3.85,2.31971,191000.0,681.58,1365599,0.004,97.959999,1.106293,63.653099
2020-02-05,15.15,92.82,1.61,1.66,0.0,37.880001,92.92,2.71,84.94,1.59,0.05,3.75,2.31971,191000.0,722.76,1405348,0.004,98.269997,1.104728,62.926201
2020-02-06,14.96,93.610001,1.61,1.67,-0.02,36.439999,58.53,1.71,81.75,1.59,0.05,3.7,2.31971,191000.0,734.48,1176412,0.004,98.5,1.100231,62.838799
2020-02-07,15.47,96.010002,1.61,1.66,-0.07,37.509998,53.44,4.37,130.27,1.58,0.05,3.75,2.31971,191000.0,733.78,1412458,-0.3996,98.68,1.098298,63.27
2020-02-10,15.04,96.809998,1.62,1.66,-0.1,39.009998,61.57,0.9,111.39,1.58,0.05,3.75,2.31971,186000.0,746.42,1207827,-0.3996,98.830002,1.094931,64.129303
2020-02-11,15.18,96.959999,1.6,1.65,-0.06,37.52,34.36,1.34,152.71,1.58,0.05,3.65,2.31971,186000.0,781.1,1466025,-0.3996,98.720001,1.091346,64.0783
2020-02-12,13.74,96.650002,1.64,1.66,-0.04,35.580002,63.33,1.06,79.26,1.58,0.05,3.59,2.31971,186000.0,806.42,1369570,-0.3996,99.050003,1.091941,63.324299
2020-02-13,14.15,99.169998,1.65,1.67,-0.06,35.84,39.25,2.3,82.23,1.58,0.05,3.57,2.31971,186000.0,791.97,1176392,-0.3996,99.07,1.087595,63.198002
2020-02-14,13.68,98.169998,1.64,1.66,-0.07,35.93,52.49,1.23,71.98,1.58,0.05,3.56,2.31971,186000.0,812.63,1325018,-0.4577,99.120003,1.084599,63.634499
2020-02-18,14.83,101.019997,1.64,1.65,-0.1,33.470001,35.85,2.1,77.38,1.59,0.05,3.61,2.31971,190000.0,787.8,1631462,-0.4577,99.459999,1.084011,63.4655
2020-02-19,14.38,95.919998,1.65,1.65,-0.09,32.27,101.92,2.72,56.47,1.59,0.05,3.57,2.31971,190000.0,778.47,1666383,-0.4577,99.599998,1.07954,63.8657
2020-02-20,15.56,99.480003,1.63,1.63,-0.11,33.16,77.78,5.7,103.7,1.59,0.05,3.62,2.31971,190000.0,730.85,1634614,-0.4577,99.870003,1.08101,63.520699
2020-02-21,17.08,104.860001,1.6,1.61,-0.15,35.869999,82.92,6.68,106.59,1.58,0.05,3.66,2.31971,190000.0,742.78,1782449,-0.2826,99.260002,1.0788,64.126198
2020-02-24,25.03,112.720001,1.57,1.59,-0.21,39.529999,93.18,6.37,88.73,1.58,0.05,4.03,2.31971,196000.0,732.04,2761070,-0.2826,99.290001,1.083905,64.0541
2020-02-25,27.85,121.010002,1.52,1.53,-0.2,42.5,388.12,30.78,147.84,1.58,0.05,4.18,2.31971,196000.0,707.23,2382994,-0.2826,98.970001,1.08492,65.3237
2020-02-26,27.56,113.440002,1.5,1.54,-0.21,43.400002,109.69,17.15,97.49,1.58,0.05,4.27,2.31971,196000.0,660.67,2538884,-0.2826,99.0,1.0882,65.278397
2020-02-27,39.16,118.0,1.48,1.53,-0.23,49.419998,212.21,26.01,106.55,1.58,0.05,4.62,2.31971,196000.0,671.0,2833002,-0.2826,98.440002,1.088589,65.451302
2020-02-28,40.11,125.730003,1.33,1.41,-0.28,51.25,360.14,40.41,172.45,1.58,0.05,5.04,2.31971,196000.0,648.53,3594437,1.0784,98.129997,1.099723,66.269096
2020-03-02,33.42,114.690002,1.32,1.41,-0.31,48.330002,201.53,24.53,153.53,1.59,1.13,4.97,1.53064,190000.0,672.68,2289135,1.0784,97.360001,1.105131,67.130997
2020-03-03,36.82,116.720001,1.34,1.45,-0.43,50.799999,325.54,23.03,132.55,1.59,1.13,4.84,1.53064,190000.0,656.78,1582850,1.0784,97.150002,1.114405,66.255699
2020-03-04,31.99,113.970001,1.34,1.46,-0.44,50.59,323.56,25.47,197.2,1.09,1.13,4.75,1.53064,190000.0,655.28,2085874,1.0784,97.339996,1.118068,66.179604
2020-03-05,39.62,119.660004,1.28,1.4,-0.48,52.580002,197.17,19.81,118.02,1.09,1.13,5.05,1.53064,190000.0,687.54,1511953,1.0784,96.82,1.113908,66.192001
2020-03-06,41.94,127.160004,1.14,1.31,-0.57,65.019997,255.77,25.19,132.5,1.09,1.13,5.64,1.53064,190000.0,691.02,2446350,2.4611,95.949997,1.122385,67.539398
2020-03-09,54.46,137.190002,0.8,0.99,-0.45,115.919998,509.19,52.46,276.24,1.09,1.13,6.68,1.53064,186000.0,584.02,2349556,2.4611,94.900002,1.138602,72.050003
2020-03-10,47.3,138.820007,0.77,1.0,-0.24,92.93,822.47,68.02,296.12,1.09,1.13,6.38,1.53064,186000.0,593.9,2084985,2.4611,96.410004,1.139796,74.640999
2020-03-11,53.9,146.929993,0.69,0.96,-0.14,105.25,357.24,37.69,234.73,1.09,1.13,6.61,1.53064,186000.0,581.37,2173220,2.4611,96.510002,1.131651,71.050201
2020-03-12,75.47,155.050003,0.63,0.92,-0.04,123.449997,321.78,34.25,187.08,1.1,1.13,7.42,1.53064,186000.0,441.12,3043565,2.4611,97.470001,1.126152,73.114998
2020-03-13,57.83,171.279999,0.53,0.9,0.04,118.480003,409.89,50.91,330.85,1.1,1.13,7.31,1.53064,186000.0,398.15,3212605,4.7858,98.75,1.118493,74.898102
2020-03-16,82.69,207.589996,0.3,0.73,0.0,128.5,453.25,56.46,323.71,0.25,1.13,8.38,1.53064,221000.0,367.26,1905334,4.7858,98.089996,1.115536,73.237999
2020-03-17,75.91,194.429993,0.16,0.63,0.39,133.320007,623.11,54.47,378.92,0.25,1.13,8.41,1.53064,221000.0,392.35,1978088,4.7858,99.580002,1.116321,74.3563
2020-03-18,76.45,181.330002,0.16,0.63,0.55,166.789993,494.46,47.95,455.45,0.25,1.13,9.04,1.53064,221000.0,390.7,2516199,4.7858,101.160004,1.101552,75.297501
2020-03-19,72.0,181.759995,0.14,0.5,0.62,164.059998,621.34,56.65,514.67,0.2,1.13,9.82,1.53064,221000.0,456.23,1870309,4.7858,102.760002,1.096155,80.919998
2020-03-20,66.04,187.179993,0.31,0.75,0.17,190.080002,939.58,55.71,633.51,0.15,1.13,10.09,1.53064,221000.0,447.15,1743467,6.2906,102.82,1.065735,78.965599
2020-03-23,61.59,167.929993,0.37,0.8,-0.04,185.679993,491.15,68.37,572.94,0.15,1.13,10.87,1.53064,2914000.0,454.86,1599108,6.2906,102.489998,1.069439,79.838699
2020-03-24,61.67,171.910004,0.55,0.97,-0.13,170.860001,358.79,53.28,596.78,0.12,1.13,10.55,1.53064,2914000.0,484.56,1531024,6.2906,101.739998,1.076461,79.442802
2020-03-25,63.95,171.889999,0.69,1.07,-0.19,144.029999,435.62,55.04,449.86,0.1,1.13,10.11,1.53064,2914000.0,476.47,1756980,6.2906,101.050003,1.080264,78.263199
2020-03-26,61.0,169.580002,0.72,1.07,-0.24,150.059998,712.53,54.42,670.3,0.1,1.13,9.29,1.53064,2914000.0,480.85,1408481,6.2906,99.419998,1.088957,78.328499
2020-03-27,65.54,168.710007,0.54,0.94,-0.22,175.880005,396.87,39.22,557.18,0.1,1.13,8.99,1.53064,2914000.0,482.59,1434371,5.7174,98.370003,1.104826,77.4403
2020-03-30,57.08,157.660004,0.57,0.95,-0.25,174.220001,183.67,30.5,361.46,0.09,1.13,8.82,1.53064,5946000.0,463.16,1311627,5.7174,99.18,1.113908,78.652
2020-03-31,53.54,152.919998,0.49,0.87,-0.17,170.550003,286.15,49.59,516.55,0.08,2.51,8.77,1.53064,5946000.0,470.22,1586035,5.7174,99.050003,1.103047,79.589203
2020-04-01,57.06,156.990005,0.56,0.91,-0.29,158.979996,370.87,38.65,474.81,0.06,2.51,9.11,0.36486,5946000.0,451.55,1448588,5.7174,99.669998,1.102657,78.4142
2020-04-02,50.91,147.330002,0.73,1.03,-0.4,162.649994,393.89,33.07,738.02,0.05,2.51,9.17,0.36486,5946000.0,492.02,1146722,5.7174,100.18,1.095362,78.666199
2020-04-03,46.8,143.520004,0.78,1.08,-0.46,141.679993,207.65,35.16,540.5,0.05,2.51,9.43,0.36486,5946000.0,492.79,1388454,3.2012,100.580002,1.08474,77.099503
2020-04-06,45.24,143.300003,0.85,1.14,-0.47,144.190002,364.22,42.7,605.38,0.05,2.51,9.26,0.36486,6137000.0,535.01,1436783,3.2012,100.690002,1.080696,77.097504
2020-04-07,46.7,134.449997,0.86,1.17,-0.42,139.130005,463.95,40.43,468.08,0.05,2.51,8.88,0.36486,6137000.0,536.91,1327009,3.2012,99.980003,1.08038,75.955597
2020-04-08,43.35,141.369995,0.87,1.19,-0.42,141.460007,285.79,25.44,524.13,0.05,2.51,8.81,0.36486,6137000.0,541.75,1277747,3.2012,100.120003,1.089514,75.535103
2020-04-09,41.67,137.75,0.9,1.23,-0.5,129.880005,203.41,28.48,417.54,0.05,2.51,7.96,0.36486,6137000.0,536.57,1425991,3.2012,99.519997,1.086366,75.048103
2020-04-13,41.17,138.679993,0.94,1.26,-0.5,114.440002,311.21,20.27,638.81,0.05,2.51,7.7,0.36486,4869000.0,501.31,1020637,2.4721,99.349998,1.093267,73.6633
2020-04-14,37.76,131.779999,0.94,1.29,-0.53,115.480003,178.24,26.87,441.32,0.05,2.51,7.35,0.36486,4869000.0,510.5,1262028,2.4721,98.889999,1.092299,73.602898
2020-04-15,40.84,135.929993,0.87,1.19,-0.56,120.379997,179.98,21.72,455.68,0.05,2.51,7.64,0.36486,4869000.0,496.31,1355906,2.4721,99.459999,1.098539,73.015404
2020-04-16,40.11,129.550003,0.7,1.03,-0.42,115.099998,173.1,26.38,505.52,0.05,2.51,7.58,0.36486,4869000.0,518.14,1062073,2.4721,100.029999,1.09051,74.818497
2020-04-17,38.15,127.150002,0.67,1.01,-0.36,95.910004,240.98,33.9,573.7,0.05,2.51,7.31,0.36486,4869000.0,523.95,1266141,1.8984,99.779999,1.085847,74.197403
2020-04-20,43.83,132.039993,0.56,0.94,-0.31,226.130005,241.9,41.52,618.66,0.05,2.51,7.52,0.36486,4201000.0,502.41,1076630,1.8984,99.959999,1.086697,74.065102
2020-04-21,45.41,132.220001,0.58,0.96,-0.38,325.149994,270.74,32.5,599.13,0.05,2.51,7.9,0.36486,4201000.0,511.46,887723,1.8984,100.260002,1.086484,75.409203
2020-04-22,41.98,124.099998,0.69,1.06,-0.43,236.800003,211.44,44.62,511.42,0.05,2.51,7.85,0.36486,4201000.0,528.95,857801,1.8984,100.389999,1.085647,76.920097
2020-04-23,41.38,121.860001,0.67,1.05,-0.44,211.0,314.33,30.03,505.54,0.04,2.51,7.87,0.36486,4201000.0,559.38,845101,1.8984,100.43,1.080964,75.930099
2020-04-24,35.93,119.879997,0.72,1.11,-0.51,173.529999,212.75,26.41,562.5,0.05,2.51,8.03,0.36486,4201000.0,559.52,1126153,2.4999,100.379997,1.077702,74.915001
2020-04-27,33.29,120.559998,0.78,1.17,-0.5,185.470001,544.81,38.12,642.66,0.04,2.51,8.01,0.36486,3446000.0,571.69,1083875,2.4999,100.040001,1.082368,74.5933
2020-04-28,33.57,117.790001,0.76,1.14,-0.52,198.770004,406.83,26.19,479.89,0.04,2.51,8.02,0.36486,3446000.0,575.49,833758,2.4999,99.870003,1.082485,74.464996
2020-04-29,31.23,115.980003,0.78,1.14,-0.51,195.589996,215.48,31.58,439.11,0.04,2.51,7.87,0.36486,3446000.0,645.7,1277455,2.4999,99.57,1.083658,74.1474
2020-04-30,34.15,118.529999,0.72,1.07,-0.43,104.980003,297.41,22.07,440.07,0.05,3.19,7.63,0.36486,3446000.0,644.65,1118639,2.4999,99.019997,1.087725,73.065399
2020-05-01,37.19,122.150002,0.68,1.06,-0.42,110.18,199.13,26.26,516.72,0.05,3.19,7.7,0.24244,3446000.0,639.9,1357973,1.5635,98.800003,1.094547,74.338501
2020-05-04,35.97,121.25,0.69,1.07,-0.43,97.419998,242.89,34.62,449.38,0.05,3.19,7.79,0.24244,2796000.0,643.98,977433,1.5635,99.480003,1.095963,75.427498
2020-05-05,33.61,118.870003,0.71,1.1,-0.44,97.269997,222.51,32.99,807.66,0.05,3.19,7.6,0.24244,2796000.0,647.8,859837,1.5635,99.709999,1.090429,74.724899
2020-05-06,34.12,119.160004,0.71,1.1,-0.38,115.389999,143.03,23.86,498.71,0.05,3.19,7.6,0.24244,2796000.0,665.51,911180,1.5635,100.089996,1.083858,73.698601
2020-05-07,31.44,115.830002,0.7,1.08,-0.45,110.620003,322.31,29.69,504.24,0.05,3.19,7.6,0.24244,2796000.0,703.99,834903,1.5635,99.889999,1.079855,74.464996
2020-05-08,27.98,115.650002,0.74,1.12,-0.43,98.699997,135.65,18.07,488.53,0.05,3.19,7.52,0.24244,2796000.0,710.92,1098352,1.3938,99.730003,1.083717,73.888702
2020-05-11,27.57,118.709999,0.75,1.13,-0.4,109.720001,377.59,33.73,527.36,0.05,3.19,7.51,0.24244,2335000.0,623.87,1128951,1.3938,100.239998,1.083952,73.393402
2020-05-12,33.04,130.75,0.72,1.09,-0.4,86.860001,156.51,19.11,442.15,0.05,3.19,7.42,0.24244,2335000.0,632.52,977368,1.3938,99.93,1.080941,73.621399
2020-05-13,35.28,142.75,0.71,1.07,-0.43,82.830002,176.04,18.7,553.21,0.05,3.19,7.61,0.24244,2335000.0,655.23,1649254,1.3938,100.239998,1.084681,73.602699
2020-05-14,32.61,137.050003,0.71,1.06,-0.43,80.050003,241.45,12.8,508.02,0.05,3.19,7.77,0.24244,2335000.0,684.51,1212465,1.3938,100.470001,1.082368,73.9478
2020-05-15,31.89,133.020004,0.75,1.09,-0.45,76.389999,190.15,14.24,374.22,0.05,3.19,7.78,0.24244,2335000.0,661.16,1127602,1.3188,100.400002,1.080696,73.509697
2020-05-18,29.3,125.900002,0.84,1.17,-0.44,76.139999,268.63,27.29,511.62,0.05,3.19,7.41,0.24244,2176000.0,692.66,1213466,1.3188,99.669998,1.082134,73.596901
2020-05-19,30.53,125.599998,0.82,1.15,-0.45,73.220001,251.24,34.61,363.66,0.05,3.19,7.35,0.24244,2176000.0,688.42,797700,1.3188,99.370003,1.091512,72.690598
2020-05-20,27.99,120.040001,0.83,1.16,-0.48,73.620003,301.2,35.31,420.68,0.05,3.19,7.16,0.24244,2176000.0,681.07,1051813,1.3188,99.120003,1.092777,72.491898
2020-05-21,29.53,122.080002,0.81,1.14,-0.46,89.059998,34.27,12.75,361.11,0.05,3.19,7.08,0.24244,2176000.0,646.79,702781,1.3188,99.370003,1.098298,71.2117
2020-05-22,28.16,118.379997,0.8,1.12,-0.46,84.980003,150.51,17.65,418.96,0.05,3.19,7.06,0.24244,2176000.0,660.94,972858,0.7225,99.860001,1.09529,70.9048
2020-05-26,28.01,113.589996,0.82,1.13,-0.44,75.470001,124.61,16.8,389.21,0.05,3.19,6.75,0.24244,1921000.0,637.52,1203259,0.7225,98.910004,1.0903,71.618797
2020-05-27,27.62,109.82,0.82,1.14,-0.46,73.889999,267.67,22.75,355.1,0.05,3.19,6.7,0.24244,1921000.0,660.77,1258974,0.7225,99.059998,1.098177,70.759499
2020-05-28,28.59,108.989998,0.86,1.18,-0.48,72.980003,132.94,24.44,421.99,0.05,3.19,6.6,0.24244,1921000.0,681.09,1163402,0.7225,98.379997,1.101686,71.022301
2020-05-29,27.51,105.599998,0.83,1.15,-0.5,69.230003,106.19,15.32,426.28,0.05,3.19,6.71,0.24244,1921000.0,679.51,1248127,0.3253,98.339996,1.107911,70.504898
2020-06-01,28.23,106.470001,0.84,1.18,-0.52,64.379997,35.02,16.42,226.8,0.05,2.65,6.43,0.72681,1639000.0,701.78,916650,0.3253,97.830002,1.111852,70.160103
2020-06-02,26.84,104.830002,0.84,1.18,-0.5,64.709999,60.54,10.06,257.49,0.06,2.65,6.18,0.72681,1639000.0,696.01,887477,0.3253,97.669998,1.112595,69.076401
2020-06-03,25.66,106.849998,0.88,1.21,-0.44,65.730003,91.94,8.09,287.17,0.06,2.65,5.8,0.72681,1639000.0,704.36,1564498,0.3253,97.279999,1.118944,68.660103
2020-06-04,25.81,109.879997,0.88,1.22,-0.4,65.129997,21.68,17.16,231.24,0.06,2.65,5.83,0.72681,1639000.0,718.59,890220,0.3253,96.68,1.123595,68.497498
2020-06-05,24.52,107.589996,0.95,1.27,-0.36,64.199997,242.01,19.86,235.07,0.07,2.65,5.5,0.72681,1639000.0,714.23,1905712,-0.0923,96.940002,1.133787,69.027298
2020-06-08,25.81,110.050003,0.98,1.28,-0.4,67.239998,223.07,21.79,318.64,0.07,2.65,5.51,0.72681,1575000.0,712.38,1265543,-0.0923,96.620003,1.131952,68.136803
2020-06-09,27.57,111.0,0.98,1.26,-0.42,67.760002,181.38,23.72,191.32,0.07,2.65,5.75,0.72681,1575000.0,715.28,924720,-0.0923,96.32,1.130557,68.090599
2020-06-10,27.57,116.529999,1.0,1.27,-0.52,63.060001,100.37,18.96,237.88,0.08,2.65,5.92,0.72681,1575000.0,725.76,1127872,-0.0923,95.959999,1.133222,68.586304
