release_date,Average Daily Compound Score,Average Daily Compound Score ex 0s,Sum Composite Score,VIX,VIX x .01,VIX x .001
3/21/2021,0.04,0.132,0.395,20.950001,0.20950001,0.020950001
3/22/2021,-0.056,-0.154,-0.617,18.879999,0.18879999,0.018879999
3/23/2021,0.092,0.251,5.521,20.299999,0.20299999,0.020299999
3/24/2021,0.021,0.051,1.387,21.200001,0.21200001,0.021200001
3/25/2021,0.047,0.13,2.206,19.809999,0.19809999,0.019809999
3/26/2021,0.089,0.181,4.344,18.860001,0.18860001,0.018860001
3/27/2021,0.002,0.005,0.132,18.860001,0.18860001,0.018860001
3/28/2021,-0.026,-0.069,-0.208,18.860001,0.18860001,0.018860001
3/29/2021,0.018,0.03,0.089,20.74,0.2074,0.02074
3/30/2021,0.022,0.054,1.349,19.610001,0.19610001,0.019610001
3/31/2021,0.068,0.174,3.481,19.4,0.194,0.0194
4/1/2021,0.135,0.296,7.407,17.33,0.1733,0.01733
4/2/2021,0.042,0.081,2.097,17.33,0.1733,0.01733
4/3/2021,0.071,0.159,3.496,17.33,0.1733,0.01733
4/4/2021,0,0,0,17.33,0.1733,0.01733
4/5/2021,0.253,0.758,0.758,17.91,0.1791,0.01791
4/6/2021,0.134,0.213,7.258,18.120001,0.18120001,0.018120001
4/7/2021,0.029,0.06,1.441,17.16,0.1716,0.01716
4/8/2021,0.088,0.182,5.471,16.950001,0.16950001,0.016950001
4/9/2021,0.06,0.102,3.373,16.690001,0.16690001,0.016690001
4/10/2021,0.08,0.162,4.699,16.690001,0.16690001,0.016690001
4/11/2021,0.033,0.111,0.333,16.690001,0.16690001,0.016690001
4/12/2021,0.067,0.117,0.939,16.91,0.1691,0.01691
4/13/2021,0.072,0.15,5.246,16.65,0.1665,0.01665
4/14/2021,0.114,0.236,6.148,16.99,0.1699,0.01699
4/15/2021,0.126,0.276,6.911,16.57,0.1657,0.01657
4/16/2021,0.045,0.102,2.657,16.25,0.1625,0.01625
4/17/2021,0.083,0.194,6.197,16.25,0.1625,0.01625
4/18/2021,0.274,0.411,1.643,16.25,0.1625,0.01625
4/19/2021,-0.06,-0.361,-0.361,17.290001,0.17290001,0.017290001
4/20/2021,0.072,0.131,5.106,18.68,0.1868,0.01868
4/21/2021,0.011,0.023,0.592,17.5,0.175,0.0175
4/22/2021,0.056,0.109,3.263,18.709999,0.18709999,0.018709999
4/23/2021,0.066,0.118,4.718,17.33,0.1733,0.01733
4/24/2021,0.075,0.117,5.381,17.33,0.1733,0.01733
4/25/2021,0.23,0.46,1.381,17.33,0.1733,0.01733
4/26/2021,0.018,0.038,0.23,17.639999,0.17639999,0.017639999
4/27/2021,0.084,0.212,5.515,17.559999,0.17559999,0.017559999
4/28/2021,0.063,0.117,2.69,17.280001,0.17280001,0.017280001
4/29/2021,0.102,0.205,5.936,17.610001,0.17610001,0.017610001
4/30/2021,0.086,0.17,6.123,18.610001,0.18610001,0.018610001
5/1/2021,0.09,0.176,6.859,18.610001,0.18610001,0.018610001
5/2/2021,0.066,0.092,0.459,18.610001,0.18610001,0.018610001
5/3/2021,0.089,0.215,1.508,18.309999,0.18309999,0.018309999
5/4/2021,0.043,0.101,2.427,19.48,0.1948,0.01948
5/5/2021,0.086,0.146,5.419,19.15,0.1915,0.01915
5/6/2021,0.101,0.186,6.131,18.389999,0.18389999,0.018389999
5/7/2021,0.073,0.14,5.056,16.690001,0.16690001,0.016690001
5/8/2021,0.082,0.136,7.076,16.690001,0.16690001,0.016690001
5/9/2021,0.12,0.399,1.197,16.690001,0.16690001,0.016690001
5/10/2021,-0.133,-0.4,-0.8,19.66,0.1966,0.01966
5/11/2021,0.035,0.06,1.743,21.84,0.2184,0.02184
5/12/2021,0.066,0.106,3.921,27.59,0.2759,0.02759
5/13/2021,0.077,0.139,4.591,23.129999,0.23129999,0.023129999
5/14/2021,0.115,0.23,7.137,18.809999,0.18809999,0.018809999
5/15/2021,0.025,0.052,1.52,18.809999,0.18809999,0.018809999
5/16/2021,0.079,0.132,0.395,18.809999,0.18809999,0.018809999
5/17/2021,0.05,0.07,0.906,19.719999,0.19719999,0.019719999
5/18/2021,0.063,0.132,4.101,21.34,0.2134,0.02134
5/19/2021,0.038,0.078,2.257,22.18,0.2218,0.02218
5/20/2021,-0.004,-0.007,-0.209,20.67,0.2067,0.02067
5/21/2021,0.029,0.058,1.865,20.15,0.2015,0.02015
5/22/2021,0.158,0.276,10.755,20.15,0.2015,0.02015
5/23/2021,0.071,0.285,0.57,20.15,0.2015,0.02015
5/24/2021,0.015,0.021,0.105,18.4,0.184,0.0184
5/25/2021,0.088,0.213,4.676,18.84,0.1884,0.01884
5/26/2021,0.106,0.198,5.942,17.360001,0.17360001,0.017360001
5/27/2021,0.054,0.11,3.069,16.74,0.1674,0.01674
5/28/2021,0.06,0.1,3.709,16.76,0.1676,0.01676
5/29/2021,0.105,0.181,7.235,16.76,0.1676,0.01676
5/30/2021,0.13,0.162,0.648,16.76,0.1676,0.01676
5/31/2021,0.012,0.015,0.06,16.76,0.1676,0.01676
6/1/2021,0.098,0.294,0.588,17.9,0.179,0.0179
6/2/2021,0.088,0.158,5.691,17.48,0.1748,0.01748
6/3/2021,0.135,0.251,7.028,18.040001,0.18040001,0.018040001
6/4/2021,0.072,0.195,3.319,16.42,0.1642,0.01642
6/5/2021,0.054,0.116,4.183,16.42,0.1642,0.01642
6/6/2021,0,0,0,16.42,0.1642,0.01642
6/7/2021,-0.039,-0.098,-0.196,16.42,0.1642,0.01642
6/8/2021,0.084,0.19,5.701,17.07,0.1707,0.01707
6/9/2021,0.096,0.206,4.524,17.889999,0.17889999,0.017889999
6/10/2021,0.063,0.139,3.347,16.1,0.161,0.0161
6/11/2021,0.075,0.138,3.595,15.65,0.1565,0.01565
6/12/2021,0.102,0.186,6.126,15.65,0.1565,0.01565
6/13/2021,-0.013,-0.026,-0.051,15.65,0.1565,0.01565
6/14/2021,-0.101,-0.152,-0.304,16.389999,0.16389999,0.016389999
6/15/2021,0.11,0.267,5.078,17.02,0.1702,0.01702
6/16/2021,0.007,0.012,0.301,18.15,0.1815,0.01815
6/17/2021,0.068,0.145,3.198,17.75,0.1775,0.01775
6/18/2021,0.172,0.311,8.099,20.700001,0.20700001,0.020700001
6/19/2021,0.087,0.186,5.214,20.700001,0.20700001,0.020700001
6/20/2021,0,0,0,20.700001,0.20700001,0.020700001
6/21/2021,0.031,0.079,1.977,17.889999,0.17889999,0.017889999
6/22/2021,0.075,0.146,4.974,16.66,0.1666,0.01666
6/23/2021,0.111,0.225,7.198,16.32,0.1632,0.01632
6/24/2021,0.053,0.137,2.741,15.97,0.1597,0.01597
6/25/2021,0.093,0.201,8.25,15.62,0.1562,0.01562
6/26/2021,0.028,0.097,0.193,15.62,0.1562,0.01562
6/27/2021,0,0,0,15.62,0.1562,0.01562
6/28/2021,0.014,0.026,0.953,15.76,0.1576,0.01576
6/29/2021,0.167,0.262,7.853,16.02,0.1602,0.01602
6/30/2021,0.132,0.308,7.385,15.83,0.1583,0.01583
7/2/2021,0.109,0.208,6.875,15.07,0.1507,0.01507
7/3/2021,0.193,0.579,1.158,15.07,0.1507,0.01507
7/4/2021,-0.091,-0.317,-0.635,15.07,0.1507,0.01507
7/5/2021,-0.093,-0.218,-1.308,15.07,0.1507,0.01507
7/6/2021,0.115,0.171,6.33,16.440001,0.16440001,0.016440001
7/7/2021,0.07,0.116,3.481,16.200001,0.16200001,0.016200001
7/8/2021,0.024,0.045,1.212,19,0.19,0.019
7/9/2021,0.068,0.134,3.487,16.18,0.1618,0.01618
7/10/2021,0,0,0,16.18,0.1618,0.01618
7/11/2021,0.015,0.032,0.258,16.18,0.1618,0.01618
7/12/2021,0.09,0.212,4.24,16.17,0.1617,0.01617
7/13/2021,0.037,0.072,1.657,17.120001,0.17120001,0.017120001
7/14/2021,0.143,0.23,6.434,16.33,0.1633,0.01633
7/15/2021,0.098,0.217,4.126,17.01,0.1701,0.01701
7/16/2021,0.059,0.116,3.6,18.450001,0.18450001,0.018450001
7/17/2021,0.22,0.44,0.44,18.450001,0.18450001,0.018450001
7/18/2021,0.075,0.224,0.447,18.450001,0.18450001,0.018450001
7/19/2021,-0.022,-0.052,-1.312,22.5,0.225,0.0225
7/20/2021,0.102,0.213,5.113,19.73,0.1973,0.01973
7/21/2021,0.093,0.16,5.292,17.91,0.1791,0.01791
7/22/2021,0.018,0.034,1.044,17.690001,0.17690001,0.017690001
7/23/2021,0.077,0.17,4.091,17.200001,0.17200001,0.017200001
7/24/2021,-0.108,-0.189,-0.757,17.200001,0.17200001,0.017200001
7/25/2021,0.091,0.242,0.725,17.200001,0.17200001,0.017200001
7/26/2021,0.04,0.094,1.973,17.58,0.1758,0.01758
7/27/2021,0.064,0.122,3.286,19.360001,0.19360001,0.019360001
7/28/2021,0.057,0.116,3.483,18.309999,0.18309999,0.018309999
7/29/2021,0.12,0.187,7.098,17.700001,0.17700001,0.017700001
7/30/2021,0.081,0.139,4.597,18.24,0.1824,0.01824
7/31/2021,0.247,0.494,1.977,18.24,0.1824,0.01824
8/1/2021,0.263,0.526,1.578,18.24,0.1824,0.01824
8/2/2021,0.026,0.053,1.171,19.459999,0.19459999,0.019459999
8/3/2021,0.06,0.106,2.98,18.040001,0.18040001,0.018040001
8/4/2021,-0.024,-0.036,-1.392,17.969999,0.17969999,0.017969999
8/5/2021,0.184,0.326,8.485,17.280001,0.17280001,0.017280001
8/6/2021,0.061,0.104,3.133,16.15,0.1615,0.01615
8/7/2021,0.246,0.541,2.705,16.15,0.1615,0.01615
8/8/2021,0,0,0,16.15,0.1615,0.01615
8/9/2021,0.101,0.184,5.533,16.719999,0.16719999,0.016719999
8/10/2021,0.066,0.151,3.175,16.790001,0.16790001,0.016790001
8/11/2021,0.032,0.058,1.554,16.17,0.1617,0.01617
8/12/2021,0.035,0.084,1.421,15.59,0.1559,0.01559
8/13/2021,0.111,0.21,5.668,15.45,0.1545,0.01545
8/14/2021,-0.019,-0.064,-0.192,15.45,0.1545,0.01545
8/15/2021,0.062,0.144,0.864,15.45,0.1545,0.01545
8/16/2021,0.075,0.16,3.69,16.120001,0.16120001,0.016120001
8/17/2021,0.075,0.169,3.381,17.91,0.1791,0.01791
8/18/2021,0.013,0.025,0.642,21.57,0.2157,0.02157
8/19/2021,-0.01,-0.023,-0.454,21.67,0.2167,0.02167
8/20/2021,0.142,0.248,7.69,18.559999,0.18559999,0.018559999
8/21/2021,0.034,0.115,0.345,18.559999,0.18559999,0.018559999
8/22/2021,0,-0.002,-0.002,18.559999,0.18559999,0.018559999
8/23/2021,0.118,0.232,6.033,17.15,0.1715,0.01715
8/24/2021,0.125,0.316,6.634,17.219999,0.17219999,0.017219999
8/25/2021,0.015,0.031,0.831,16.790001,0.16790001,0.016790001
8/26/2021,0.039,0.075,2.024,18.84,0.1884,0.01884
8/27/2021,0.001,0.003,0.081,16.389999,0.16389999,0.016389999
8/28/2021,-0.001,-0.002,-0.005,16.389999,0.16389999,0.016389999
8/29/2021,0.062,0.145,0.436,16.389999,0.16389999,0.016389999
8/30/2021,0.095,0.153,4.58,16.190001,0.16190001,0.016190001
8/31/2021,0.028,0.046,1.066,16.48,0.1648,0.01648
9/1/2021,0.051,0.077,2.225,16.110001,0.16110001,0.016110001
9/2/2021,0.042,0.075,2.018,16.41,0.1641,0.01641
9/3/2021,0.027,0.054,1.503,16.41,0.1641,0.01641
9/4/2021,0.211,0.422,0.422,16.41,0.1641,0.01641
9/5/2021,-0.22,-0.44,-0.44,16.41,0.1641,0.01641
9/6/2021,0.023,0.058,0.465,16.41,0.1641,0.01641
9/7/2021,0.075,0.153,3.069,18.139999,0.18139999,0.018139999
9/8/2021,0.006,0.012,0.252,17.959999,0.17959999,0.017959999
9/9/2021,0.029,0.048,1.648,18.799999,0.18799999,0.018799999
9/10/2021,0.056,0.096,2.981,20.950001,0.20950001,0.020950001
9/11/2021,-0.027,-0.068,-0.272,20.950001,0.20950001,0.020950001
9/12/2021,0.072,0.167,1.002,20.950001,0.20950001,0.020950001
9/13/2021,0.02,0.048,1.095,19.370001,0.19370001,0.019370001
9/14/2021,-0.021,-0.038,-0.949,19.459999,0.19459999,0.019459999
9/15/2021,0.077,0.194,3.293,18.18,0.1818,0.01818
9/16/2021,0.057,0.121,2.172,18.690001,0.18690001,0.018690001
9/17/2021,0.105,0.161,5.973,20.809999,0.20809999,0.020809999
9/18/2021,-0.055,-0.097,-0.775,20.809999,0.20809999,0.020809999
9/19/2021,-0.059,-0.102,-3.352,20.809999,0.20809999,0.020809999
9/20/2021,0.039,0.077,0.077,25.709999,0.25709999,0.025709999
9/21/2021,0.041,0.077,2.455,24.360001,0.24360001,0.024360001
9/22/2021,0.044,0.075,2.713,20.870001,0.20870001,0.020870001
9/23/2021,0.011,0.016,0.505,18.629999,0.18629999,0.018629999
9/24/2021,0.016,0.03,0.749,17.75,0.1775,0.01775
9/25/2021,0.099,0.494,0.494,17.75,0.1775,0.01775
9/26/2021,0.132,0.527,0.527,17.75,0.1775,0.01775
9/27/2021,0.025,0.045,1.603,18.76,0.1876,0.01876
9/28/2021,0.004,0.009,0.221,23.25,0.2325,0.02325
9/29/2021,0.054,0.093,3.064,22.559999,0.22559999,0.022559999
9/30/2021,0.037,0.067,2.009,23.139999,0.23139999,0.023139999
10/1/2021,0.095,0.173,4.843,21.1,0.211,0.0211
10/2/2021,0.212,0.637,0.637,21.1,0.211,0.0211
10/3/2021,0.151,0.271,4.066,21.1,0.211,0.0211
10/5/2021,-0.073,-0.119,-3.225,21.299999,0.21299999,0.021299999
10/6/2021,0.03,0.057,1.698,21,0.21,0.021
10/7/2021,0.088,0.142,4.69,19.540001,0.19540001,0.019540001
10/8/2021,0.124,0.199,7.57,18.77,0.1877,0.01877
10/9/2021,-0.026,-0.072,-0.288,18.77,0.1877,0.01877
10/10/2021,0.098,0.126,1.761,18.77,0.1877,0.01877
10/11/2021,-0.03,-0.055,-1.44,20,0.2,0.02
10/12/2021,0.03,0.066,1.652,19.85,0.1985,0.01985
10/13/2021,0.062,0.113,3.621,18.639999,0.18639999,0.018639999
10/14/2021,0.096,0.179,5.733,16.860001,0.16860001,0.016860001
10/15/2021,0.043,0.078,2.731,16.299999,0.16299999,0.016299999
10/16/2021,-0.011,-0.032,-0.158,16.299999,0.16299999,0.016299999
10/17/2021,0.097,0.194,0.775,16.299999,0.16299999,0.016299999
10/18/2021,0.029,0.069,1.371,16.309999,0.16309999,0.016309999
10/19/2021,0.02,0.041,0.978,15.7,0.157,0.0157
10/20/2021,0.066,0.105,4.211,15.49,0.1549,0.01549
10/21/2021,0.143,0.296,7.702,15.01,0.1501,0.01501
10/22/2021,0.036,0.063,2.133,15.43,0.1543,0.01543
10/23/2021,0.065,0.169,0.844,15.43,0.1543,0.01543
10/24/2021,-0.021,-0.049,-0.294,15.43,0.1543,0.01543
10/25/2021,0.112,0.253,5.054,15.24,0.1524,0.01524
10/26/2021,0.098,0.159,5.901,15.98,0.1598,0.01598
10/27/2021,0.113,0.159,5.89,16.98,0.1698,0.01698
10/28/2021,0.029,0.05,1.695,16.530001,0.16530001,0.016530001
10/29/2021,0.042,0.057,3.156,16.26,0.1626,0.01626
10/30/2021,0.028,0.098,0.196,16.26,0.1626,0.01626
10/31/2021,0.016,0.032,0.195,16.26,0.1626,0.01626
11/1/2021,0.023,0.04,1.028,16.41,0.1641,0.01641
11/2/2021,0.124,0.237,8.296,16.030001,0.16030001,0.016030001
11/3/2021,0.075,0.116,4.774,15.1,0.151,0.0151
11/4/2021,0.075,0.142,4.121,15.44,0.1544,0.01544
11/5/2021,0.148,0.261,9.933,16.48,0.1648,0.01648
11/6/2021,0.04,0.095,0.475,16.48,0.1648,0.01648
11/7/2021,0.175,0.408,1.224,16.48,0.1648,0.01648
11/8/2021,0.08,0.16,3.676,17.219999,0.17219999,0.017219999
11/9/2021,0.153,0.257,8.239,17.780001,0.17780001,0.017780001
11/10/2021,0.071,0.111,4.208,18.73,0.1873,0.01873
11/11/2021,0.086,0.133,4.915,17.66,0.1766,0.01766
11/12/2021,0.072,0.129,3.736,16.290001,0.16290001,0.016290001
11/13/2021,0.141,0.422,0.422,16.290001,0.16290001,0.016290001
11/14/2021,0.097,0.329,1.647,16.290001,0.16290001,0.016290001
11/15/2021,0.053,0.105,2.848,16.49,0.1649,0.01649
11/16/2021,0.075,0.142,3.823,16.370001,0.16370001,0.016370001
11/17/2021,0.13,0.251,7.538,17.110001,0.17110001,0.017110001
11/18/2021,0.11,0.205,6.365,17.59,0.1759,0.01759
11/19/2021,0.021,0.035,0.966,17.91,0.1791,0.01791
11/20/2021,0.031,0.047,0.094,17.91,0.1791,0.01791
11/21/2021,0.144,0.33,2.309,17.91,0.1791,0.01791
11/22/2021,0.052,0.119,3.093,19.17,0.1917,0.01917
11/23/2021,0.027,0.048,1.19,19.379999,0.19379999,0.019379999
11/24/2021,0.087,0.138,4.011,18.58,0.1858,0.01858
11/25/2021,0.111,0.277,1.662,18.58,0.1858,0.01858
11/26/2021,0.012,0.023,0.5,28.620001,0.28620001,0.028620001
11/27/2021,-0.159,-0.477,-0.477,28.620001,0.28620001,0.028620001
11/28/2021,0.091,0.128,2.561,28.620001,0.28620001,0.028620001
11/29/2021,0.008,0.016,0.345,22.959999,0.22959999,0.022959999
11/30/2021,0.03,0.069,1.867,27.190001,0.27190001,0.027190001
12/1/2021,0.011,0.017,0.561,31.120001,0.31120001,0.031120001
12/2/2021,0.001,0.002,0.045,27.950001,0.27950001,0.027950001
12/3/2021,0.009,0.016,0.579,30.67,0.3067,0.03067
12/4/2021,0,0,0,30.67,0.3067,0.03067
12/5/2021,0.007,0.016,0.079,30.67,0.3067,0.03067
12/6/2021,0.055,0.111,3.115,27.18,0.2718,0.02718
12/7/2021,0.057,0.117,2.463,21.889999,0.21889999,0.021889999
12/8/2021,0.072,0.129,3.741,19.9,0.199,0.0199
12/9/2021,0.093,0.17,5.273,21.58,0.2158,0.02158
12/10/2021,0.087,0.167,4.177,18.690001,0.18690001,0.018690001
12/11/2021,0.159,0.476,0.953,18.690001,0.18690001,0.018690001
12/12/2021,0.102,0.154,2.763,18.690001,0.18690001,0.018690001
12/13/2021,0.093,0.214,4.488,20.309999,0.20309999,0.020309999
12/14/2021,0.063,0.105,2.833,21.889999,0.21889999,0.021889999
12/15/2021,0.099,0.159,4.45,19.290001,0.19290001,0.019290001
12/16/2021,-0.015,-0.031,-0.926,20.57,0.2057,0.02057
12/17/2021,0.013,0.027,1.04,21.57,0.2157,0.02157
12/18/2021,0.083,0.145,0.58,21.57,0.2157,0.02157
12/19/2021,0.07,0.256,0.768,21.57,0.2157,0.02157
12/20/2021,0.109,0.185,4.257,22.870001,0.22870001,0.022870001
12/21/2021,0.073,0.112,2.924,21.01,0.2101,0.02101
12/22/2021,0.1,0.248,5.203,18.629999,0.18629999,0.018629999
12/23/2021,0.198,0.356,1.782,17.959999,0.17959999,0.017959999
12/24/2021,0.117,0.235,0.469,17.959999,0.17959999,0.017959999
12/25/2021,0.036,0.084,0.253,17.959999,0.17959999,0.017959999
12/26/2021,0.062,0.107,2.356,17.959999,0.17959999,0.017959999
12/27/2021,0.045,0.083,1.585,17.68,0.1768,0.01768
12/28/2021,0,0,-0.007,17.540001,0.17540001,0.017540001
12/29/2021,0.081,0.135,3.64,16.950001,0.16950001,0.016950001
12/30/2021,0.129,0.269,3.231,17.33,0.1733,0.01733
1/1/2022,-0.043,-0.259,-0.518,17.33,0.1733,0.01733
1/2/2022,0.053,0.351,1.052,17.33,0.1733,0.01733
1/3/2022,0.039,0.18,4.497,16.6,0.166,0.0166
1/4/2022,0.051,0.192,5.564,16.91,0.1691,0.01691
1/5/2022,0.034,0.152,3.654,19.73,0.1973,0.01973
1/6/2022,0.005,0.017,0.498,19.610001,0.19610001,0.019610001
1/7/2022,0.042,0.162,4.874,18.76,0.1876,0.01876
1/8/2022,0.112,0.559,1.677,18.76,0.1876,0.01876
1/9/2022,0.037,0.135,1.078,18.76,0.1876,0.01876
1/10/2022,0.055,0.157,5.011,19.4,0.194,0.0194
1/11/2022,0.08,0.264,8.435,18.41,0.1841,0.01841
1/12/2022,0.015,0.057,1.36,17.620001,0.17620001,0.017620001
1/13/2022,0.099,0.262,8.894,20.309999,0.20309999,0.020309999
1/14/2022,0.06,0.149,6.554,19.190001,0.19190001,0.019190001
1/15/2022,-0.001,-0.003,-0.009,19.190001,0.19190001,0.019190001
1/16/2022,-0.063,-0.25,-0.25,19.190001,0.19190001,0.019190001
1/17/2022,0.029,0.06,0.661,19.190001,0.19190001,0.019190001
1/18/2022,0.067,0.146,5.538,22.790001,0.22790001,0.022790001
1/19/2022,0,0,0.006,23.85,0.2385,0.02385
1/20/2022,0.068,0.152,4.548,25.59,0.2559,0.02559
1/21/2022,0.02,0.058,1.633,28.85,0.2885,0.02885
1/22/2022,-0.146,-0.255,-1.019,28.85,0.2885,0.02885
1/23/2022,0.063,0.209,2.506,28.85,0.2885,0.02885
1/24/2022,0.024,0.053,1.544,29.9,0.299,0.0299
1/25/2022,0.011,0.023,0.86,31.16,0.3116,0.03116
1/26/2022,0.067,0.169,5.731,31.959999,0.31959999,0.031959999
1/27/2022,0.097,0.208,7.064,30.49,0.3049,0.03049
1/28/2022,0.107,0.259,8.276,27.66,0.2766,0.02766
1/29/2022,0.09,0.361,0.361,27.66,0.2766,0.02766
1/30/2022,-0.014,-0.026,-0.316,27.66,0.2766,0.02766
1/31/2022,0.081,0.192,4.233,24.83,0.2483,0.02483
2/1/2022,0.021,0.045,1.479,21.959999,0.21959999,0.021959999
2/2/2022,0.106,0.225,7.872,22.09,0.2209,0.02209
2/3/2022,-0.003,-0.005,-0.204,24.35,0.2435,0.02435
2/4/2022,0.069,0.145,5.807,23.219999,0.23219999,0.023219999
2/5/2022,0.091,0.249,0.997,23.219999,0.23219999,0.023219999
2/6/2022,0.11,0.256,0.768,23.219999,0.23219999,0.023219999
2/7/2022,0.025,0.051,1.733,22.860001,0.22860001,0.022860001
2/8/2022,0.071,0.137,4.808,21.440001,0.21440001,0.021440001
2/9/2022,0.061,0.129,3.75,19.959999,0.19959999,0.019959999
2/10/2022,0.134,0.26,8.304,23.91,0.2391,0.02391
2/11/2022,0.031,0.065,3.112,27.360001,0.27360001,0.027360001
2/12/2022,-0.031,-0.109,-0.219,27.360001,0.27360001,0.027360001
2/13/2022,0.114,0.304,0.912,27.360001,0.27360001,0.027360001
2/14/2022,-0.004,-0.012,-0.232,28.33,0.2833,0.02833
2/15/2022,0.046,0.1,2.496,25.700001,0.25700001,0.025700001
2/16/2022,0.043,0.108,2.808,24.290001,0.24290001,0.024290001
2/17/2022,0.088,0.171,5.972,28.110001,0.28110001,0.028110001
2/18/2022,0.019,0.038,1.763,27.75,0.2775,0.02775
2/19/2022,0.158,0.315,1.261,27.75,0.2775,0.02775
2/20/2022,-0.05,-0.132,-0.397,27.75,0.2775,0.02775
2/21/2022,-0.081,-0.172,-1.375,27.75,0.2775,0.02775
2/22/2022,0.01,0.027,0.519,28.809999,0.28809999,0.028809999
2/23/2022,0.068,0.115,3.789,31.02,0.3102,0.03102
2/24/2022,-0.018,-0.032,-1.405,30.32,0.3032,0.03032
2/25/2022,-0.002,-0.003,-0.137,27.59,0.2759,0.02759
2/26/2022,0.131,0.224,1.568,27.59,0.2759,0.02759
2/27/2022,0.143,0.215,1.287,27.59,0.2759,0.02759
2/28/2022,0.021,0.045,1.387,30.15,0.3015,0.03015
3/1/2022,-0.061,-0.119,-4.41,33.32,0.3332,0.03332
3/2/2022,0.041,0.08,2.883,30.74,0.3074,0.03074
3/3/2022,0.05,0.083,3.08,30.48,0.3048,0.03048
3/4/2022,-0.037,-0.062,-3.446,31.98,0.3198,0.03198
3/5/2022,-0.147,-0.294,-1.178,31.98,0.3198,0.03198
3/6/2022,-0.017,-0.057,-0.226,31.98,0.3198,0.03198
3/7/2022,-0.034,-0.063,-1.886,36.450001,0.36450001,0.036450001
3/8/2022,-0.042,-0.076,-2.422,35.130001,0.35130001,0.035130001
3/9/2022,0.038,0.074,2.374,32.450001,0.32450001,0.032450001
3/10/2022,0.025,0.051,1.524,30.23,0.3023,0.03023
3/11/2022,0.007,0.015,0.567,30.75,0.3075,0.03075
3/12/2022,0,0,0,30.75,0.3075,0.03075
3/13/2022,0.145,0.231,1.157,30.75,0.3075,0.03075
3/14/2022,0.061,0.101,3.926,31.77,0.3177,0.03177
3/15/2022,0.047,0.104,2.814,29.83,0.2983,0.02983
3/16/2022,0.105,0.196,4.706,26.67,0.2667,0.02667
3/17/2022,0.066,0.105,3.165,25.67,0.2567,0.02567
3/18/2022,0.05,0.088,3.715,23.870001,0.23870001,0.023870001
3/19/2022,-0.011,-0.021,-0.085,23.870001,0.23870001,0.023870001
3/20/2022,0.106,0.211,0.846,23.870001,0.23870001,0.023870001
3/21/2022,0.092,0.205,5.534,23.530001,0.23530001,0.023530001
3/22/2022,-0.019,-0.038,-1.148,22.940001,0.22940001,0.022940001
3/23/2022,0.107,0.188,6.201,23.57,0.2357,0.02357
3/24/2022,0.055,0.103,3.089,21.67,0.2167,0.02167
3/25/2022,0.092,0.165,6.282,20.809999,0.20809999,0.020809999
3/26/2022,0.059,0.141,0.705,20.809999,0.20809999,0.020809999
3/27/2022,-0.136,-0.218,-1.092,20.809999,0.20809999,0.020809999
3/28/2022,-0.001,-0.002,-0.06,19.629999,0.19629999,0.019629999
3/29/2022,0.055,0.113,3.714,18.9,0.189,0.0189
3/30/2022,0.01,0.015,0.598,19.33,0.1933,0.01933
3/31/2022,0.106,0.176,6.874,20.559999,0.20559999,0.020559999
4/1/2022,0.061,0.096,3.731,19.629999,0.19629999,0.019629999
4/2/2022,-0.146,-0.586,-0.586,19.629999,0.19629999,0.019629999
4/3/2022,0.053,0.129,1.424,19.629999,0.19629999,0.019629999
4/4/2022,0.094,0.184,4.425,18.57,0.1857,0.01857
4/5/2022,-0.038,-0.094,-2.246,21.030001,0.21030001,0.021030001
4/6/2022,0.01,0.02,0.614,22.1,0.221,0.0221
4/7/2022,0.115,0.196,6.464,21.549999,0.21549999,0.021549999
4/8/2022,0.011,0.018,0.756,21.16,0.2116,0.02116
4/9/2022,-0.088,-0.153,-1.227,21.16,0.2116,0.02116
4/10/2022,0.046,0.138,0.276,21.16,0.2116,0.02116
4/11/2022,0.043,0.084,2.508,24.370001,0.24370001,0.024370001
4/12/2022,0.041,0.086,2.316,24.26,0.2426,0.02426
4/13/2022,0.035,0.069,2.154,21.82,0.2182,0.02182
4/14/2022,0.09,0.176,5.117,22.700001,0.22700001,0.022700001
4/15/2022,0.071,0.137,3.558,22.700001,0.22700001,0.022700001
4/16/2022,0.024,0.048,0.291,22.700001,0.22700001,0.022700001
4/17/2022,-0.143,-0.286,-0.858,22.700001,0.22700001,0.022700001
4/18/2022,0.059,0.092,3.607,22.17,0.2217,0.02217
4/19/2022,0.052,0.103,2.677,21.370001,0.21370001,0.021370001
4/20/2022,0.079,0.137,5.081,20.32,0.2032,0.02032
4/21/2022,-0.044,-0.068,-2.526,22.68,0.2268,0.02268
4/22/2022,0.013,0.02,0.672,28.209999,0.28209999,0.028209999
4/23/2022,0.288,0.576,1.152,28.209999,0.28209999,0.028209999
4/24/2022,-0.041,-0.069,-1.111,28.209999,0.28209999,0.028209999
4/25/2022,-0.033,-0.057,-1.761,27.02,0.2702,0.02702
4/26/2022,0.028,0.05,1.868,33.52,0.3352,0.03352
4/27/2022,0.018,0.028,1.286,31.6,0.316,0.0316
4/28/2022,-0.044,-0.067,-3.092,29.99,0.2999,0.02999
4/29/2022,0.054,0.081,3.624,33.400002,0.33400002,0.033400002
4/30/2022,-0.087,-0.173,-0.519,33.400002,0.33400002,0.033400002
