release_date,Average Daily Compound Score,Average Daily Compound Score ex 0s,Sum Composite Score,VIX,VIX x .01,VIX x .001
7/28/2018,-0.149,-0.199,-1.192,13.03,0.1303,0.01303
7/29/2018,0.028,0.049,0.786,13.03,0.1303,0.01303
7/30/2018,-0.027,-0.049,-2.823,14.26,0.1426,0.01426
7/31/2018,0.057,0.116,5.468,12.83,0.1283,0.01283
8/1/2018,0.037,0.054,3.907,13.15,0.1315,0.01315
8/2/2018,0.001,0.002,0.104,12.19,0.1219,0.01219
8/3/2018,0.057,0.095,3.913,11.64,0.1164,0.01164
8/4/2018,0.093,0.131,0.654,11.64,0.1164,0.01164
8/5/2018,0.056,0.117,1.52,11.64,0.1164,0.01164
8/6/2018,0.026,0.052,1.771,11.27,0.1127,0.01127
8/7/2018,0.009,0.019,0.774,10.93,0.1093,0.01093
8/8/2018,-0.01,-0.018,-1.022,10.85,0.1085,0.01085
8/9/2018,0.04,0.073,3.219,11.27,0.1127,0.01127
8/10/2018,-0.079,-0.135,-4.587,13.16,0.1316,0.01316
8/11/2018,-0.084,-0.14,-0.42,13.16,0.1316,0.01316
8/12/2018,-0.006,-0.009,-0.099,13.16,0.1316,0.01316
8/13/2018,-0.012,-0.021,-1.071,14.78,0.1478,0.01478
8/14/2018,0.016,0.031,1.09,13.31,0.1331,0.01331
8/15/2018,-0.039,-0.068,-3.258,14.64,0.1464,0.01464
8/16/2018,0.036,0.06,2.869,13.45,0.1345,0.01345
8/17/2018,-0.061,-0.105,-3.468,12.64,0.1264,0.01264
8/18/2018,0.1,0.14,0.698,12.64,0.1264,0.01264
8/19/2018,0.055,0.097,0.777,12.64,0.1264,0.01264
8/20/2018,0.034,0.066,2.648,12.49,0.1249,0.01249
8/21/2018,0.083,0.135,5.924,12.86,0.1286,0.01286
8/22/2018,0.036,0.06,3.551,12.25,0.1225,0.01225
8/23/2018,0.043,0.076,3.055,12.41,0.1241,0.01241
8/24/2018,0.007,0.018,0.341,11.99,0.1199,0.01199
8/25/2018,0.214,0.337,2.358,11.99,0.1199,0.01199
8/26/2018,0.097,0.14,1.257,11.99,0.1199,0.01199
8/27/2018,0.028,0.054,2.052,12.16,0.1216,0.01216
8/28/2018,0.06,0.085,4.597,12.5,0.125,0.0125
8/29/2018,-0.031,-0.047,-2.166,12.25,0.1225,0.01225
8/30/2018,0.046,0.069,3.813,13.53,0.1353,0.01353
8/31/2018,-0.011,-0.02,-0.651,12.86,0.1286,0.01286
9/1/2018,0.081,0.179,0.896,12.86,0.1286,0.01286
9/2/2018,0.052,0.104,0.417,12.86,0.1286,0.01286
9/3/2018,0.019,0.03,0.538,12.86,0.1286,0.01286
9/4/2018,-0.065,-0.102,-4.778,13.16,0.1316,0.01316
9/5/2018,-0.061,-0.119,-4.659,13.91,0.1391,0.01391
9/6/2018,-0.054,-0.099,-4.139,14.65,0.1465,0.01465
9/7/2018,0.004,0.007,0.252,14.88,0.1488,0.01488
9/8/2018,0.165,0.248,1.489,14.88,0.1488,0.01488
9/9/2018,0.009,0.018,0.129,14.88,0.1488,0.01488
9/10/2018,-0.075,-0.141,-6.604,14.16,0.1416,0.01416
9/11/2018,-0.007,-0.01,-0.376,13.22,0.1322,0.01322
9/12/2018,0.004,0.007,0.385,13.14,0.1314,0.01314
9/13/2018,0.062,0.11,5.735,12.37,0.1237,0.01237
9/14/2018,0.001,0.001,0.034,12.07,0.1207,0.01207
9/15/2018,0.082,0.204,0.408,12.07,0.1207,0.01207
9/16/2018,-0.051,-0.101,-1.215,12.07,0.1207,0.01207
9/17/2018,0.02,0.039,1.716,13.68,0.1368,0.01368
9/18/2018,0.066,0.122,4.623,12.79,0.1279,0.01279
9/19/2018,0.014,0.033,0.855,11.75,0.1175,0.01175
9/20/2018,-0.035,-0.061,-2.514,11.8,0.118,0.0118
9/21/2018,0.053,0.085,2.79,11.68,0.1168,0.01168
9/22/2018,0.159,0.212,0.636,11.68,0.1168,0.01168
9/23/2018,-0.081,-0.226,-1.13,11.68,0.1168,0.01168
9/24/2018,0.087,0.175,7.699,12.2,0.122,0.0122
9/25/2018,0.045,0.09,3.437,12.42,0.1242,0.01242
9/26/2018,0.004,0.008,0.369,12.89,0.1289,0.01289
9/27/2018,-0.014,-0.026,-0.883,12.41,0.1241,0.01241
9/28/2018,0.02,0.035,1.378,12.12,0.1212,0.01212
9/29/2018,0.128,0.17,0.511,12.12,0.1212,0.01212
9/30/2018,0.118,0.531,1.063,12.12,0.1212,0.01212
10/1/2018,0.038,0.067,2.604,12,0.12,0.012
10/2/2018,0.034,0.058,2.763,12.05,0.1205,0.01205
10/3/2018,-0.006,-0.011,-0.364,11.61,0.1161,0.01161
10/4/2018,0.003,0.004,0.17,14.22,0.1422,0.01422
10/5/2018,-0.039,-0.07,-2.65,14.82,0.1482,0.01482
10/6/2018,-0.286,-0.572,-0.572,14.82,0.1482,0.01482
10/7/2018,-0.118,-0.129,-1.419,14.82,0.1482,0.01482
10/8/2018,-0.056,-0.109,-4.363,15.69,0.1569,0.01569
10/9/2018,0.015,0.027,1.421,15.95,0.1595,0.01595
10/10/2018,0.038,0.079,4.593,22.959999,0.22959999,0.022959999
10/11/2018,-0.032,-0.063,-2.943,24.98,0.2498,0.02498
10/12/2018,0.057,0.128,5.518,21.309999,0.21309999,0.021309999
10/13/2018,-0.267,-0.334,-1.336,21.309999,0.21309999,0.021309999
10/14/2018,0.03,0.061,0.487,21.309999,0.21309999,0.021309999
10/15/2018,0.002,0.003,0.165,21.299999,0.21299999,0.021299999
10/16/2018,0.052,0.098,7.269,17.620001,0.17620001,0.017620001
10/17/2018,0.047,0.09,4.402,17.4,0.174,0.0174
10/18/2018,-0.045,-0.078,-4.992,20.059999,0.20059999,0.020059999
10/19/2018,0.008,0.015,0.509,19.889999,0.19889999,0.019889999
10/20/2018,0.034,0.055,0.276,19.889999,0.19889999,0.019889999
10/21/2018,0.016,0.023,0.328,19.889999,0.19889999,0.019889999
10/22/2018,0.055,0.096,3.461,19.639999,0.19639999,0.019639999
10/23/2018,0.042,0.077,7.77,20.709999,0.20709999,0.020709999
10/24/2018,0.023,0.047,2.724,25.23,0.2523,0.02523
10/25/2018,0.032,0.057,5.252,24.219999,0.24219999,0.024219999
10/26/2018,-0.066,-0.114,-6.729,24.16,0.2416,0.02416
10/27/2018,0.017,0.034,0.102,24.16,0.2416,0.02416
10/28/2018,-0.057,-0.114,-1.37,24.16,0.2416,0.02416
10/29/2018,0.053,0.107,6.722,24.700001,0.24700001,0.024700001
10/30/2018,-0.003,-0.006,-0.591,23.35,0.2335,0.02335
10/31/2018,0.038,0.07,9.019,21.23,0.2123,0.02123
11/1/2018,0.077,0.148,29.044,19.34,0.1934,0.01934
11/2/2018,0.021,0.041,3.743,19.51,0.1951,0.01951
11/3/2018,-0.156,-0.182,-1.092,19.51,0.1951,0.01951
11/4/2018,0.065,0.132,8.55,19.51,0.1951,0.01951
11/5/2018,0.06,0.103,13.964,19.959999,0.19959999,0.019959999
11/6/2018,0.111,0.173,24.071,19.91,0.1991,0.01991
11/7/2018,0.014,0.027,3.912,16.360001,0.16360001,0.016360001
11/8/2018,0.094,0.164,21.379,16.719999,0.16719999,0.016719999
11/9/2018,0.024,0.045,3.553,17.360001,0.17360001,0.017360001
11/10/2018,0.017,0.03,0.152,17.360001,0.17360001,0.017360001
11/11/2018,0.111,0.205,12.525,17.360001,0.17360001,0.017360001
11/12/2018,0.061,0.123,14.23,20.450001,0.20450001,0.020450001
11/13/2018,0.09,0.165,26.128,20.02,0.2002,0.02002
11/14/2018,0.055,0.099,14.281,21.25,0.2125,0.02125
11/15/2018,0.066,0.114,16.575,19.98,0.1998,0.01998
11/16/2018,0.033,0.062,4.335,18.139999,0.18139999,0.018139999
11/17/2018,-0.058,-0.158,-1.107,18.139999,0.18139999,0.018139999
11/18/2018,0.098,0.154,11.123,18.139999,0.18139999,0.018139999
11/19/2018,0.051,0.099,11.788,20.1,0.201,0.0201
11/20/2018,0.085,0.156,20.957,22.48,0.2248,0.02248
11/21/2018,0.05,0.096,9.059,20.799999,0.20799999,0.020799999
11/22/2018,0.145,0.235,15.775,20.799999,0.20799999,0.020799999
11/23/2018,-0.014,-0.023,-1.082,21.52,0.2152,0.02152
11/24/2018,0.008,0.021,0.168,21.52,0.2152,0.02152
11/25/2018,0.141,0.265,11.149,21.52,0.2152,0.02152
11/26/2018,0.143,0.252,20.451,18.9,0.189,0.0189
11/27/2018,0.069,0.121,16.778,19.02,0.1902,0.01902
11/28/2018,0.06,0.13,14.868,18.49,0.1849,0.01849
11/29/2018,0.103,0.184,20.605,18.790001,0.18790001,0.018790001
11/30/2018,0.077,0.146,9.502,18.07,0.1807,0.01807
12/1/2018,0.022,0.047,0.28,18.07,0.1807,0.01807
12/2/2018,0.132,0.238,11.659,18.07,0.1807,0.01807
12/3/2018,0.07,0.137,15.213,16.440001,0.16440001,0.016440001
12/4/2018,0.087,0.184,24.817,20.74,0.2074,0.02074
12/5/2018,0.089,0.163,16.288,20.74,0.2074,0.02074
12/6/2018,0.036,0.065,9.12,21.190001,0.21190001,0.021190001
12/7/2018,0.022,0.059,2.591,23.23,0.2323,0.02323
12/8/2018,0.059,0.128,0.768,23.23,0.2323,0.02323
12/9/2018,0.106,0.216,10.789,23.23,0.2323,0.02323
12/10/2018,0.074,0.128,13.975,22.639999,0.22639999,0.022639999
12/11/2018,0.065,0.117,14.643,21.76,0.2176,0.02176
12/12/2018,0.111,0.194,24.584,21.459999,0.21459999,0.021459999
12/13/2018,0.047,0.1,11.915,20.65,0.2065,0.02065
12/14/2018,0.013,0.027,1.481,21.629999,0.21629999,0.021629999
12/15/2018,0.038,0.1,0.499,21.629999,0.21629999,0.021629999
12/16/2018,0.097,0.208,12.471,21.629999,0.21629999,0.021629999
12/17/2018,0.03,0.064,6.795,24.52,0.2452,0.02452
12/18/2018,0.101,0.181,19.882,25.58,0.2558,0.02558
12/19/2018,0.046,0.102,11.448,25.58,0.2558,0.02558
12/20/2018,0.042,0.08,9.569,28.379999,0.28379999,0.028379999
12/21/2018,0.004,0.009,0.542,30.110001,0.30110001,0.030110001
12/22/2018,0.182,0.318,1.271,30.110001,0.30110001,0.030110001
12/23/2018,0.065,0.104,7.386,30.110001,0.30110001,0.030110001
12/24/2018,0.04,0.094,3.48,36.07,0.3607,0.03607
12/25/2018,0.078,0.136,5.457,36.07,0.3607,0.03607
12/26/2018,0.103,0.229,17.652,30.41,0.3041,0.03041
12/27/2018,0.14,0.245,23.242,29.959999,0.29959999,0.029959999
12/28/2018,0.04,0.08,3.902,28.34,0.2834,0.02834
12/29/2018,-0.028,-0.051,-0.256,28.34,0.2834,0.02834
12/30/2018,0.146,0.276,10.223,28.34,0.2834,0.02834
12/31/2018,0.09,0.158,5.383,25.42,0.2542,0.02542
1/1/2019,0.187,0.363,13.448,25.42,0.2542,0.02542
1/2/2019,0.061,0.123,15.816,23.219999,0.23219999,0.023219999
1/3/2019,0.029,0.058,8.328,25.450001,0.25450001,0.025450001
1/4/2019,0.048,0.097,6.473,21.379999,0.21379999,0.021379999
1/5/2019,-0.033,-0.149,-0.298,21.379999,0.21379999,0.021379999
1/6/2019,0.114,0.209,9.205,21.379999,0.21379999,0.021379999
1/7/2019,0.078,0.15,22.496,21.4,0.214,0.0214
1/8/2019,0.117,0.223,25.426,20.469999,0.20469999,0.020469999
1/9/2019,0.134,0.229,30.928,19.98,0.1998,0.01998
1/10/2019,0.104,0.174,24.206,19.5,0.195,0.0195
1/11/2019,0.105,0.194,13.364,18.190001,0.18190001,0.018190001
1/12/2019,-0.049,-0.099,-0.889,18.190001,0.18190001,0.018190001
1/13/2019,0.137,0.233,15.36,18.190001,0.18190001,0.018190001
1/14/2019,0.08,0.145,18.702,19.07,0.1907,0.01907
1/15/2019,0.106,0.181,32.75,18.6,0.186,0.0186
1/16/2019,0.068,0.126,18.669,19.040001,0.19040001,0.019040001
1/17/2019,0.096,0.178,25.442,18.059999,0.18059999,0.018059999
1/18/2019,0.02,0.035,2.72,17.799999,0.17799999,0.017799999
1/19/2019,0.023,0.035,0.35,17.799999,0.17799999,0.017799999
1/20/2019,0.128,0.218,13.968,17.799999,0.17799999,0.017799999
1/21/2019,0.087,0.167,14.826,17.799999,0.17799999,0.017799999
1/22/2019,0.12,0.213,32.816,20.799999,0.20799999,0.020799999
1/23/2019,0.074,0.127,22.616,19.52,0.1952,0.01952
1/24/2019,0.052,0.09,13.406,18.889999,0.18889999,0.018889999
1/25/2019,0.098,0.157,11.119,17.42,0.1742,0.01742
1/26/2019,0.081,0.145,0.725,17.42,0.1742,0.01742
1/27/2019,0.062,0.15,7.494,17.42,0.1742,0.01742
1/28/2019,0.028,0.056,9.519,18.870001,0.18870001,0.018870001
1/29/2019,0.051,0.097,15.484,19.129999,0.19129999,0.019129999
1/30/2019,0.045,0.094,15.419,17.66,0.1766,0.01766
1/31/2019,0.108,0.192,31.928,16.57,0.1657,0.01657
2/1/2019,0.092,0.148,11.359,16.139999,0.16139999,0.016139999
2/2/2019,0.195,0.391,1.954,16.139999,0.16139999,0.016139999
2/3/2019,0.096,0.186,11.699,16.139999,0.16139999,0.016139999
2/4/2019,0.095,0.188,22.806,15.73,0.1573,0.01573
2/5/2019,0.084,0.152,20.249,15.57,0.1557,0.01557
2/6/2019,0.059,0.108,14.198,15.38,0.1538,0.01538
2/7/2019,0.094,0.166,22.303,16.370001,0.16370001,0.016370001
2/8/2019,0.051,0.095,5.044,15.72,0.1572,0.01572
2/9/2019,0.146,0.322,1.609,15.72,0.1572,0.01572
2/10/2019,0.105,0.195,12.114,15.72,0.1572,0.01572
2/11/2019,0.083,0.15,19.315,15.97,0.1597,0.01597
2/12/2019,0.054,0.109,13.715,15.43,0.1543,0.01543
2/13/2019,0.071,0.132,15.68,15.65,0.1565,0.01565
2/14/2019,0.066,0.123,14.348,16.219999,0.16219999,0.016219999
2/15/2019,0.071,0.142,7.522,14.91,0.1491,0.01491
2/16/2019,-0.071,-0.229,-0.917,14.91,0.1491,0.01491
2/17/2019,0.079,0.165,5.437,14.91,0.1491,0.01491
2/18/2019,0.07,0.17,8.163,14.91,0.1491,0.01491
2/19/2019,0.117,0.205,24.029,14.88,0.1488,0.01488
2/20/2019,0.072,0.134,14.285,14.02,0.1402,0.01402
2/21/2019,0.051,0.095,12.577,14.46,0.1446,0.01446
2/22/2019,0.067,0.139,7.652,13.51,0.1351,0.01351
2/23/2019,-0.034,-0.071,-0.642,13.51,0.1351,0.01351
2/24/2019,0.068,0.131,6.29,13.51,0.1351,0.01351
2/25/2019,0.073,0.16,14.103,14.85,0.1485,0.01485
2/26/2019,0.049,0.08,9.095,15.17,0.1517,0.01517
2/27/2019,0.093,0.172,19.799,14.7,0.147,0.0147
2/28/2019,0.043,0.085,7.442,14.78,0.1478,0.01478
3/1/2019,0.036,0.069,3.1,13.57,0.1357,0.01357
3/2/2019,-0.066,-0.122,-0.729,13.57,0.1357,0.01357
3/3/2019,0.052,0.119,4.289,13.57,0.1357,0.01357
3/4/2019,0.083,0.146,14.437,14.63,0.1463,0.01463
3/5/2019,0.077,0.141,17.296,14.74,0.1474,0.01474
3/6/2019,0.05,0.084,10.548,15.74,0.1574,0.01574
3/7/2019,0.082,0.152,19.661,16.59,0.1659,0.01659
3/8/2019,0,0,-0.005,16.049999,0.16049999,0.016049999
3/9/2019,0.049,0.069,0.826,16.049999,0.16049999,0.016049999
3/10/2019,0.15,0.267,13.061,16.049999,0.16049999,0.016049999
3/11/2019,0.077,0.128,15.785,14.33,0.1433,0.01433
3/12/2019,0.08,0.143,17.205,13.77,0.1377,0.01377
3/13/2019,0.093,0.154,16.767,13.41,0.1341,0.01341
3/14/2019,0.044,0.087,9.531,13.5,0.135,0.0135
3/15/2019,0.098,0.171,12.501,12.88,0.1288,0.01288
3/16/2019,-0.057,-0.096,-1.529,12.88,0.1288,0.01288
3/17/2019,0.155,0.257,13.357,12.88,0.1288,0.01288
3/18/2019,0.094,0.157,21.206,13.1,0.131,0.0131
3/19/2019,0.095,0.162,20.228,13.56,0.1356,0.01356
3/20/2019,0.065,0.12,12.936,13.91,0.1391,0.01391
3/21/2019,0.066,0.118,13.334,13.63,0.1363,0.01363
3/22/2019,0.017,0.03,2.439,16.48,0.1648,0.01648
3/23/2019,-0.011,-0.03,-0.182,16.48,0.1648,0.01648
3/24/2019,0.122,0.209,10.223,16.48,0.1648,0.01648
3/25/2019,0.053,0.093,10.456,16.33,0.1633,0.01633
3/26/2019,0.097,0.165,19.83,14.68,0.1468,0.01468
3/27/2019,0.078,0.137,15.916,15.15,0.1515,0.01515
3/28/2019,0.093,0.166,18.117,14.43,0.1443,0.01443
3/29/2019,0.06,0.11,7.151,13.71,0.1371,0.01371
3/30/2019,0.079,0.157,1.258,13.71,0.1371,0.01371
3/31/2019,0.137,0.242,14.982,13.71,0.1371,0.01371
4/1/2019,0.102,0.182,20.711,13.4,0.134,0.0134
4/2/2019,0.093,0.156,20.908,13.36,0.1336,0.01336
4/3/2019,0.115,0.208,26.586,13.74,0.1374,0.01374
4/4/2019,0.06,0.103,12.781,13.58,0.1358,0.01358
4/5/2019,0.06,0.106,6.996,12.82,0.1282,0.01282
4/6/2019,0.016,0.033,0.195,12.82,0.1282,0.01282
4/7/2019,0.159,0.257,12.853,12.82,0.1282,0.01282
4/8/2019,0.062,0.11,12.813,13.18,0.1318,0.01318
4/9/2019,0.065,0.117,15.301,14.28,0.1428,0.01428
4/10/2019,0.052,0.103,10.121,13.3,0.133,0.0133
4/11/2019,0.09,0.148,21.883,13.02,0.1302,0.01302
4/12/2019,0.094,0.182,14.188,12.01,0.1201,0.01201
4/13/2019,0.007,0.012,0.112,12.01,0.1201,0.01201
4/14/2019,0.172,0.279,20.082,12.01,0.1201,0.01201
4/15/2019,0.139,0.257,37.318,12.32,0.1232,0.01232
4/16/2019,0.111,0.226,31.385,12.18,0.1218,0.01218
4/17/2019,0.068,0.128,19.062,12.6,0.126,0.0126
4/18/2019,0.055,0.128,9.454,12.09,0.1209,0.01209
4/19/2019,-0.038,-0.097,-0.873,12.09,0.1209,0.01209
4/20/2019,-0.216,-0.288,-0.863,12.09,0.1209,0.01209
4/21/2019,0.045,0.108,3.996,12.09,0.1209,0.01209
4/22/2019,0.092,0.209,24.405,12.42,0.1242,0.01242
4/23/2019,0.088,0.163,24.554,12.28,0.1228,0.01228
4/24/2019,0.072,0.125,19.119,13.14,0.1314,0.01314
4/25/2019,0.065,0.123,18.833,13.25,0.1325,0.01325
4/26/2019,0.019,0.033,3.352,12.73,0.1273,0.01273
4/27/2019,0.023,0.055,0.164,12.73,0.1273,0.01273
4/28/2019,0.084,0.188,11.065,12.73,0.1273,0.01273
4/29/2019,0.056,0.102,14.071,13.11,0.1311,0.01311
4/30/2019,0.062,0.117,19.457,13.12,0.1312,0.01312
5/1/2019,0.05,0.096,20.923,14.8,0.148,0.0148
5/2/2019,0.044,0.082,9.996,14.42,0.1442,0.01442
5/3/2019,0.028,0.046,5.091,12.87,0.1287,0.01287
5/4/2019,0.13,0.178,1.955,12.87,0.1287,0.01287
5/5/2019,0.03,0.068,3.559,12.87,0.1287,0.01287
5/6/2019,0.07,0.121,14.584,15.44,0.1544,0.01544
5/7/2019,0.036,0.062,9.18,19.32,0.1932,0.01932
5/8/2019,0.052,0.084,10.664,19.4,0.194,0.0194
5/9/2019,0.059,0.09,12.995,19.1,0.191,0.0191
5/10/2019,-0.025,-0.042,-3.727,16.040001,0.16040001,0.016040001
5/11/2019,-0.017,-0.036,-0.287,16.040001,0.16040001,0.016040001
5/12/2019,0.048,0.094,3.57,16.040001,0.16040001,0.016040001
5/13/2019,0.003,0.005,0.527,20.549999,0.20549999,0.020549999
5/14/2019,0.06,0.114,12.643,18.059999,0.18059999,0.018059999
5/15/2019,0.064,0.114,14.475,16.440001,0.16440001,0.016440001
5/16/2019,0.016,0.029,3.486,15.29,0.1529,0.01529
5/17/2019,-0.011,-0.019,-1.905,15.96,0.1596,0.01596
5/18/2019,0.059,0.076,0.53,15.96,0.1596,0.01596
5/19/2019,0.043,0.08,3.031,15.96,0.1596,0.01596
5/20/2019,0,0,0.026,16.309999,0.16309999,0.016309999
5/21/2019,0.03,0.052,6.868,14.95,0.1495,0.01495
5/22/2019,0.052,0.097,12.269,14.75,0.1475,0.01475
5/23/2019,0.04,0.077,9.509,16.92,0.1692,0.01692
5/24/2019,0.053,0.109,7.772,15.85,0.1585,0.01585
5/25/2019,0.03,0.158,0.632,15.85,0.1585,0.01585
5/26/2019,0.164,0.227,7.05,15.85,0.1585,0.01585
5/27/2019,0.1,0.182,10.934,15.85,0.1585,0.01585
5/28/2019,0.081,0.137,16.317,17.5,0.175,0.0175
5/29/2019,0.046,0.097,9.528,17.9,0.179,0.0179
5/30/2019,-0.006,-0.01,-1.157,17.299999,0.17299999,0.017299999
5/31/2019,-0.007,-0.015,-1.2,18.709999,0.18709999,0.018709999
6/1/2019,0.07,0.159,1.115,18.709999,0.18709999,0.018709999
6/2/2019,0.07,0.11,6.032,18.709999,0.18709999,0.018709999
6/3/2019,0.044,0.074,8.234,18.860001,0.18860001,0.018860001
6/4/2019,0.065,0.103,13.993,16.969999,0.16969999,0.016969999
6/5/2019,0.066,0.118,12.747,16.09,0.1609,0.01609
6/6/2019,0.068,0.107,15.879,15.93,0.1593,0.01593
6/7/2019,0.055,0.095,8.302,16.299999,0.16299999,0.016299999
6/8/2019,0.146,0.255,2.041,16.299999,0.16299999,0.016299999
6/9/2019,0.175,0.282,14.389,16.299999,0.16299999,0.016299999
6/10/2019,0.155,0.273,27.819,15.94,0.1594,0.01594
6/11/2019,0.113,0.186,24.158,15.99,0.1599,0.01599
6/12/2019,0.023,0.043,4.127,15.91,0.1591,0.01591
6/13/2019,0.063,0.101,11.158,15.82,0.1582,0.01582
6/14/2019,0.029,0.054,4.451,15.28,0.1528,0.01528
6/15/2019,-0.205,-0.239,-1.434,15.28,0.1528,0.01528
6/16/2019,0.179,0.289,17.914,15.28,0.1528,0.01528
6/17/2019,0.106,0.19,19.543,15.35,0.1535,0.01535
6/18/2019,0.102,0.186,22.14,15.15,0.1515,0.01515
6/19/2019,0.068,0.132,14.34,14.33,0.1433,0.01433
6/20/2019,0.036,0.07,6.887,14.75,0.1475,0.01475
6/21/2019,0.052,0.085,6.177,15.4,0.154,0.0154
6/22/2019,0.121,0.207,1.448,15.4,0.154,0.0154
6/23/2019,0.14,0.28,11.202,15.4,0.154,0.0154
6/24/2019,0.104,0.188,19.038,15.26,0.1526,0.01526
6/25/2019,0.097,0.177,22.268,16.280001,0.16280001,0.016280001
6/26/2019,0.084,0.156,16.989,16.209999,0.16209999,0.016209999
6/27/2019,0.06,0.105,10.723,15.82,0.1582,0.01582
6/28/2019,0.132,0.236,17.719,15.08,0.1508,0.01508
6/29/2019,0.017,0.029,0.231,15.08,0.1508,0.01508
6/30/2019,0.142,0.241,9.633,15.08,0.1508,0.01508
7/1/2019,0.102,0.187,19.617,14.06,0.1406,0.01406
7/2/2019,0.114,0.208,19.982,12.93,0.1293,0.01293
7/3/2019,0.09,0.157,11.913,12.57,0.1257,0.01257
7/4/2019,0.05,0.087,4.375,12.57,0.1257,0.01257
7/5/2019,0.045,0.079,4.562,13.28,0.1328,0.01328
7/6/2019,0.197,0.393,1.965,13.28,0.1328,0.01328
7/7/2019,0.092,0.151,6.641,13.28,0.1328,0.01328
7/8/2019,0.149,0.23,28.307,13.96,0.1396,0.01396
7/9/2019,0.098,0.195,20.106,14.09,0.1409,0.01409
7/10/2019,0.09,0.154,21.245,13.03,0.1303,0.01303
7/11/2019,0.054,0.102,12.089,12.93,0.1293,0.01293
7/12/2019,0.037,0.062,4.287,12.39,0.1239,0.01239
7/13/2019,0.111,0.144,1.442,12.39,0.1239,0.01239
7/14/2019,0.144,0.266,13.814,12.39,0.1239,0.01239
7/15/2019,0.081,0.14,19.9,12.68,0.1268,0.01268
7/16/2019,0.095,0.172,24.621,12.86,0.1286,0.01286
7/17/2019,0.067,0.135,20.876,13.97,0.1397,0.01397
7/18/2019,0.054,0.107,12.727,13.53,0.1353,0.01353
7/19/2019,-0.023,-0.041,-3.6,14.45,0.1445,0.01445
7/20/2019,0.094,0.145,1.6,14.45,0.1445,0.01445
7/21/2019,0.11,0.237,11.135,14.45,0.1445,0.01445
7/22/2019,0.061,0.139,14.039,13.53,0.1353,0.01353
7/23/2019,0.083,0.156,22.644,12.61,0.1261,0.01261
7/24/2019,0.046,0.097,14.511,12.07,0.1207,0.01207
7/25/2019,0.063,0.118,20.627,12.74,0.1274,0.01274
7/26/2019,0.086,0.171,12.823,12.16,0.1216,0.01216
7/27/2019,0.037,0.058,0.404,12.16,0.1216,0.01216
7/28/2019,0.085,0.208,12.715,12.16,0.1216,0.01216
7/29/2019,0.042,0.088,10.547,12.83,0.1283,0.01283
7/30/2019,0.053,0.097,15.429,13.94,0.1394,0.01394
7/31/2019,0.072,0.139,22.356,16.120001,0.16120001,0.016120001
8/1/2019,0.038,0.065,9.319,17.870001,0.17870001,0.017870001
8/2/2019,-0.016,-0.022,-2.233,17.610001,0.17610001,0.017610001
8/3/2019,-0.059,-0.084,-0.586,17.610001,0.17610001,0.017610001
8/4/2019,0.045,0.088,4.315,17.610001,0.17610001,0.017610001
8/5/2019,-0.014,-0.028,-3.366,24.59,0.2459,0.02459
8/6/2019,-0.001,-0.001,-0.129,20.17,0.2017,0.02017
8/7/2019,0.022,0.036,5.382,19.49,0.1949,0.01949
8/8/2019,0.035,0.065,7.613,16.91,0.1691,0.01691
8/9/2019,-0.024,-0.042,-3.008,17.969999,0.17969999,0.017969999
8/10/2019,-0.068,-0.075,-0.821,17.969999,0.17969999,0.017969999
8/11/2019,0.029,0.051,1.533,17.969999,0.17969999,0.017969999
8/12/2019,0.07,0.116,16.216,21.09,0.2109,0.02109
8/13/2019,0.049,0.078,10.253,17.52,0.1752,0.01752
8/14/2019,0.053,0.09,10.289,22.1,0.221,0.0221
8/15/2019,0.057,0.103,11.22,21.18,0.2118,0.02118
8/16/2019,-0.01,-0.02,-1.173,18.469999,0.18469999,0.018469999
8/17/2019,0.022,0.151,0.303,18.469999,0.18469999,0.018469999
8/18/2019,0.132,0.243,9.47,18.469999,0.18469999,0.018469999
8/19/2019,0.071,0.13,12.351,16.879999,0.16879999,0.016879999
8/20/2019,0.069,0.12,15.487,17.5,0.175,0.0175
8/21/2019,0.091,0.186,21.72,15.8,0.158,0.0158
8/22/2019,0.049,0.107,10.061,16.68,0.1668,0.01668
8/23/2019,0.002,0.005,0.415,19.870001,0.19870001,0.019870001
8/24/2019,-0.051,-0.12,-1.436,19.870001,0.19870001,0.019870001
8/25/2019,0.028,0.05,2.085,19.870001,0.19870001,0.019870001
8/26/2019,0.076,0.133,15.145,19.32,0.1932,0.01932
8/27/2019,0.065,0.116,13.929,20.309999,0.20309999,0.020309999
8/28/2019,0.052,0.106,11.873,19.35,0.1935,0.01935
8/29/2019,0.08,0.142,15.754,17.879999,0.17879999,0.017879999
8/30/2019,0.1,0.185,14.807,18.98,0.1898,0.01898
8/31/2019,0.038,0.095,0.955,18.98,0.1898,0.01898
9/1/2019,0.154,0.278,5.561,18.98,0.1898,0.01898
9/2/2019,0.032,0.062,3.41,18.98,0.1898,0.01898
9/3/2019,0.099,0.156,20.261,19.66,0.1966,0.01966
9/4/2019,0.072,0.137,14.491,17.33,0.1733,0.01733
9/5/2019,0.11,0.201,23.351,16.27,0.1627,0.01627
9/6/2019,0.045,0.079,5.815,15,0.15,0.015
9/7/2019,0.047,0.071,0.565,15,0.15,0.015
9/8/2019,0.112,0.216,8.431,15,0.15,0.015
9/9/2019,0.104,0.181,20.639,15.27,0.1527,0.01527
